# Annotated with Bakta
# Software: v1.9.4
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
ptg000002l	sorf	42325	42390	+	IIKNCJ_00425		Phenol-soluble modulin PSM-alpha-3	SO:0001217, UniParc:UPI000017ABFF, UniRef:UniRef100_A0A0H2WXY3, UniRef:UniRef50_A0A0H2WXY3, UniRef:UniRef90_A0A0H2WXY3
ptg000002l	ncRNA	42379	42631	-	IIKNCJ_00430	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
ptg000002l	cds	42744	43796	-	IIKNCJ_00435	icaC	polysaccharide intercellular adhesin biosynthesis/export protein IcaC	BlastRules:WP_000723836, BlastRules:WP_002470903, COG:COG3936, COG:G, GO:0005886, GO:0016747, NCBIProtein:AUU58561.1, RefSeq:WP_000723836.1, SO:0001217, UniParc:UPI0000054957, UniRef:UniRef100_Q9RQP6, UniRef:UniRef50_Q9RQP6, UniRef:UniRef90_Q9RQP6
ptg000002l	cds	43783	44655	-	IIKNCJ_00440	icaB	N-deacetylase, involved in polysaccharide intercellular adhesin(PIA) synthesis	COG:COG0726, COG:GM, EC:3.5.1.-, GO:0005576, GO:0005975, GO:0016811, RefSeq:WP_000877317.1, SO:0001217, UniParc:UPI00000DA049, UniRef:UniRef100_Q5HCM9, UniRef:UniRef50_Q6TYB1, UniRef:UniRef90_Q5HCM9, VFDB:VFC0271, VFDB:VFG001287
ptg000002l	cds	44652	44957	-	IIKNCJ_00445	icaD	intercellular adhesion protein D, involved in polysaccharide intercellular adhesin(PIA) synthesis	GO:0005886, RefSeq:WP_000240580.1, SO:0001217, UniParc:UPI0000054955, UniRef:UniRef100_Q9RQP8, UniRef:UniRef50_Q9RQP8, UniRef:UniRef90_Q9RQP8, VFDB:VFC0271, VFDB:VFG001286
ptg000002l	cds	44921	46159	-	IIKNCJ_00450	icaA	N-acetylglucosaminyltransferase, involved in polysaccharide intercellular adhesin(PIA) synthesis	EC:2.4.1.-, GO:0005886, GO:0008375, GO:0043708, RefSeq:WP_001159430.1, SO:0001217, UniParc:UPI00000CAC33, UniRef:UniRef100_Q9RQP9, UniRef:UniRef50_Q5HKQ0, UniRef:UniRef90_Q9RQP9, VFDB:VFC0271, VFDB:VFG001285
ptg000002l	ncRNA-region	46251	46325	+			icaR 5' UTR	RFAM:RF02661, SO:0005836
ptg000002l	cds	46323	46883	+	IIKNCJ_00455	icaR	ica operon transcriptional regulator IcaR	BlastRules:WP_000653261, COG:COG1309, COG:K, GO:0003677, RefSeq:WP_000653261.1, SO:0001217, UniParc:UPI00000D7897, UniRef:UniRef100_Q9RQQ0, UniRef:UniRef50_Q9RQQ0, UniRef:UniRef90_Q9RQQ0
ptg000002l	ncRNA-region	46884	47273	+			icaR 3'UTR	RFAM:RF02660, SO:0005836
ptg000002l	cds	47731	48393	+	IIKNCJ_00460	capA	Capsular polysaccharide biosynthesis protein CapA	COG:COG3944, COG:M, GO:0005886, GO:0009103, GO:0045227, RefSeq:WP_000659675.1, SO:0001217, UniParc:UPI00000D7682, UniRef:UniRef100_Q5HCN3, UniRef:UniRef50_P72367, UniRef:UniRef90_Q5HCN3
ptg000002l	cds	48410	49102	+	IIKNCJ_00465	mrp	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family	COG:COG0489, COG:D, RefSeq:WP_000185864.1, SO:0001217, UniParc:UPI0000054950, UniRef:UniRef100_X5DSZ3, UniRef:UniRef50_P39851, UniRef:UniRef90_A8YPQ5
ptg000002l	cds	49099	49866	+	IIKNCJ_00470	ywqE	Tyrosine-protein phosphatase YwqE	COG:COG4464, COG:T, RefSeq:WP_000565310.1, SO:0001217, UniParc:UPI000005494F, UniRef:UniRef100_W8U2R5, UniRef:UniRef50_P39852, UniRef:UniRef90_A0A6B0C731
ptg000002l	cds	50101	50601	+	IIKNCJ_00475	yhbS	putative N-acetyltransferase YhbS	COG:COG3153, COG:R, RefSeq:WP_000244278.1, SO:0001217, UniParc:UPI000005494E, UniRef:UniRef100_X5DYK7, UniRef:UniRef50_G5JK11, UniRef:UniRef90_X5DYK7
ptg000002l	cds	50604	51080	+	IIKNCJ_00480	msrA	peptide-methionine (S)-S-oxide reductase	COG:COG0225, COG:O, RefSeq:WP_000301926.1, SO:0001217, UniParc:UPI000005494D, UniRef:UniRef100_X5E0D2, UniRef:UniRef50_A0A090RJS4, UniRef:UniRef90_X5E0D2
ptg000002l	cds	51159	51770	+	IIKNCJ_00485	rutF	FMN reductase RutF, DIM6/NTAB family	COG:C, COG:COG1853, RefSeq:WP_000287917.1, SO:0001217, UniParc:UPI000005494C, UniRef:UniRef100_X5DXL6, UniRef:UniRef50_A0A7U7JRS4, UniRef:UniRef90_A0A7U7JRS4
ptg000002l	cds	51855	52214	-	IIKNCJ_00490		Orf1	RefSeq:WP_000603480.1, SO:0001217, UniParc:UPI000005494B, UniRef:UniRef100_X5EK76, UniRef:UniRef50_B9DLW0, UniRef:UniRef90_X5EK76
ptg000002l	cds	52368	52670	-	IIKNCJ_00495		Phage protein	RefSeq:WP_001260013.1, SO:0001217, UniParc:UPI00004B5D1F, UniRef:UniRef100_A0A133Q3E1, UniRef:UniRef50_A0A0H3JNZ8, UniRef:UniRef90_A0A0H3JNZ8
ptg000002l	cds	52657	53085	-	IIKNCJ_00500		Lipoprotein	RefSeq:WP_001549854.1, SO:0001217, UniParc:UPI0000054948, UniRef:UniRef100_A0A6K0JG38, UniRef:UniRef50_A0A1S1GU68, UniRef:UniRef90_A0A6K0JG38
ptg000002l	cds	53351	54043	+	IIKNCJ_00505	rutF	FMN reductase RutF, DIM6/NTAB family	COG:C, COG:COG1853, RefSeq:WP_001109877.1, SO:0001217, UniParc:UPI0000696CF5, UniRef:UniRef100_A0A5A8VQ05, UniRef:UniRef50_U7LB48, UniRef:UniRef90_Q5HKS3
ptg000002l	cds	54588	61403	+	IIKNCJ_00510	sraP	Serine-rich adhesin for platelets	GO:0005509, GO:0005576, GO:0007155, GO:0016020, RefSeq:WP_000044529.1, SO:0001217, UniParc:UPI0000696CF4, UniRef:UniRef100_Q2FDK5, UniRef:UniRef50_Q2FUW1, UniRef:UniRef90_Q2FUW1
ptg000002l	cds	61533	62744	+	IIKNCJ_00515	secY2	accessory Sec system protein translocase subunit SecY2	COG:COG0201, COG:U, GO:0005886, GO:0006605, GO:0065002, RefSeq:WP_000916119.1, SO:0001217, UniParc:UPI000005493F, UniRef:UniRef100_Q2FUW2, UniRef:UniRef50_Q2FUW2, UniRef:UniRef90_Q2FUW2
ptg000002l	cds	62755	64308	+	IIKNCJ_00520	asp1	accessory Sec system protein Asp1	GO:0015031, RefSeq:WP_000873197.1, SO:0001217, UniParc:UPI000005493D, UniRef:UniRef100_Q2FUW3, UniRef:UniRef50_Q2FUW3, UniRef:UniRef90_Q2FUW3
ptg000002l	cds	64295	65866	+	IIKNCJ_00525	asp2	accessory Sec system protein Asp2	GO:0015031, SO:0001217, UniParc:UPI00015FD787, UniRef:UniRef100_Q2FUW4, UniRef:UniRef50_Q2FUW4, UniRef:UniRef90_Q2FUW4
ptg000002l	cds	65844	66803	+	IIKNCJ_00530	asp3	accessory Sec system protein Asp3	GO:0015031, RefSeq:WP_000916742.1, SO:0001217, UniParc:UPI00004B5D1C, UniRef:UniRef100_Q2FUW5, UniRef:UniRef50_Q2FUW5, UniRef:UniRef90_Q2FUW5
ptg000002l	cds	66793	69183	+	IIKNCJ_00535	secA2	accessory Sec system translocase SecA2	COG:COG0653, COG:U, EC:7.4.2.8, GO:0005524, GO:0005737, GO:0005886, GO:0006605, GO:0008564, GO:0017038, GO:0065002, RefSeq:WP_000680947.1, SO:0001217, UniParc:UPI000005493A, UniRef:UniRef100_Q2FDL0, UniRef:UniRef50_Q8CMU9, UniRef:UniRef90_Q6GDF3
ptg000002l	cds	69201	70709	+	IIKNCJ_00540	gtfA	accessory Sec system glycosyltransferase GtfA	COG:COG0438, COG:M, RefSeq:WP_000158433.1, SO:0001217, UniParc:UPI0000054939, UniRef:UniRef100_A0A0D6GR64, UniRef:UniRef50_A0A077UJB5, UniRef:UniRef90_A0A0D6GR64
ptg000002l	cds	70702	72060	+	IIKNCJ_00545	gtfB	accessory Sec system glycosylation chaperone GtfB	RefSeq:WP_000593153.1, SO:0001217, UniParc:UPI0000054938, UniRef:UniRef100_A0A0D3QB56, UniRef:UniRef50_A0A0D3QB56, UniRef:UniRef90_A0A0D3QB56
ptg000002l	cds	72302	74209	+	IIKNCJ_00550	sasF	cell-wall-anchored protein SasF	BlastRules:WP_001151900, GO:0005576, RefSeq:WP_001151900.1, SO:0001217, UniParc:UPI00004B5D1B, UniRef:UniRef100_Q2FUW9, UniRef:UniRef50_Q2FUW9, UniRef:UniRef90_Q2FUW9
ptg000002l	cds	74377	74937	+	IIKNCJ_00555	pncA	Nicotinamidase-related amidase	COG:COG1335, COG:HR, RefSeq:WP_000088195.1, SO:0001217, UniParc:UPI00000D7800, UniRef:UniRef100_A0A133Q3H1, UniRef:UniRef50_A0A2K4AHG5, UniRef:UniRef90_A0A2K4AHG5
ptg000002l	cds	75204	77063	-	IIKNCJ_00560		amidase domain-containing protein	COG:COG3942, COG:M, GO:0004040, GO:0005576, RefSeq:WP_001125610.1, SO:0001217, UniParc:UPI0000696CF2, UniRef:UniRef100_A0A0E8I376, UniRef:UniRef50_Q2G222, UniRef:UniRef90_Q2G222
ptg000002l	cds	77274	80255	+	IIKNCJ_00565	yhgE	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	COG:COG1511, COG:S, KEGG:K01421, RefSeq:WP_000785110.1, SO:0001217, UniParc:UPI00004B5D1A, UniRef:UniRef100_A0A0H3KAU4, UniRef:UniRef50_B9DIG0, UniRef:UniRef90_A0A0E0VSN3
ptg000002l	cds	80367	81305	-	IIKNCJ_00570	manA	mannose-6-phosphate isomerase, class I	COG:COG1482, COG:G, RefSeq:WP_001173201.1, SO:0001217, UniParc:UPI0000054933, UniRef:UniRef100_A0A0D6GQD4, UniRef:UniRef50_Q59935, UniRef:UniRef90_A0A0D6GQD4
ptg000002l	cds	81319	83271	-	IIKNCJ_00575	ptsN	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	COG:COG1762, COG:GT, EC:2.7.1.191, KEGG:K25814, RefSeq:WP_000706115.1, SO:0001217, UniParc:UPI0000696CF1, UniRef:UniRef100_A0A1S6BDT9, UniRef:UniRef50_O31645, UniRef:UniRef90_A0A0E7XXE9
ptg000002l	cds	83348	85222	-	IIKNCJ_00580	bglG	Transcriptional antiterminator	COG:COG3711, COG:K, RefSeq:WP_000887026.1, SO:0001217, UniParc:UPI0000054931, UniRef:UniRef100_A0A0D3QBD9, UniRef:UniRef50_A0A2I7YB65, UniRef:UniRef90_A0A2I7YB65
ptg000002l	cds	85462	85920	-	IIKNCJ_00585		Exported protein	RefSeq:WP_000734803.1, SO:0001217, UniParc:UPI00004B5D18, UniRef:UniRef100_A0A2C9TMN6, UniRef:UniRef50_A0A0E1VWZ5, UniRef:UniRef90_A0A0E1VWZ5
ptg000002l	cds	86178	86705	+	IIKNCJ_00590	isaB	immunodominant staphylococcal antigen IsaB	BlastRules:WP_001044560, BlastRules:WP_001077096, GO:0005576, RefSeq:WP_001044560.1, SO:0001217, UniParc:UPI000005492F, UniRef:UniRef100_Q2FDM1, UniRef:UniRef50_Q6GDG4, UniRef:UniRef90_Q2FDM1
ptg000002l	cds	87129	88658	+	IIKNCJ_00595	aur	zinc metalloproteinase aureolysin	COG:COG3227, COG:O, EC:3.4.24.29, GO:0004222, GO:0006508, GO:0046872, NCBIProtein:EHO93748.1, RefSeq:WP_001225019.1, SO:0001217, UniParc:UPI0000052250, UniRef:UniRef100_A8QKC6, UniRef:UniRef50_P81177, UniRef:UniRef90_P81177, VFDB:VFC0251, VFDB:VFG001314
ptg000002l	cds	89025	89474	+	IIKNCJ_00600	argR	Arginine repressor	COG:COG1438, COG:K, KEGG:K03402, RefSeq:WP_000748760.1, SO:0001217, UniParc:UPI00000D7654, UniRef:UniRef100_A0A133Q3F8, UniRef:UniRef50_A0A2K4AHB6, UniRef:UniRef90_A0A2K4AHB6
ptg000002l	cds	89821	91056	+	IIKNCJ_00605	arcA	arginine deiminase	COG:COG2235, COG:E, EC:3.5.3.6, GO:0005737, GO:0016990, GO:0019547, RefSeq:WP_000129411.1, SO:0001217, UniParc:UPI000005492C, UniRef:UniRef100_Q2FUX7, UniRef:UniRef50_O86131, UniRef:UniRef90_Q2FUX7
ptg000002l	cds	91089	92099	+	IIKNCJ_00610	argF	ornithine carbamoyltransferase	COG:COG0078, COG:E, EC:2.1.3.3, GO:0004585, GO:0005737, GO:0006526, GO:0016597, GO:0019547, RefSeq:WP_000136166.1, SO:0001217, UniParc:UPI00000DA038, UniRef:UniRef100_Q5HCR3, UniRef:UniRef50_O86132, UniRef:UniRef90_P65601
ptg000002l	cds	92190	93620	+	IIKNCJ_00615	arcD	arginine-ornithine antiporter	COG:COG0531, COG:E, RefSeq:WP_001005842.1, SO:0001217, UniParc:UPI00001A9C88, UniRef:UniRef100_A0A133Q3F5, UniRef:UniRef50_A0A377FQ77, UniRef:UniRef90_A0A2K4AHA7
ptg000002l	cds	93637	94578	+	IIKNCJ_00620	arcC	carbamate kinase	COG:COG0549, COG:E, EC:2.7.2.2, GO:0005524, GO:0005737, GO:0006525, GO:0008804, GO:0016310, GO:0035975, RefSeq:WP_000660034.1, SO:0001217, UniParc:UPI00001A9C89, UniRef:UniRef100_Q2FDM7, UniRef:UniRef50_P63555, UniRef:UniRef90_P63555
ptg000002l	cds	94677	95381	+	IIKNCJ_00625	arcR	HTH-type transcriptional regulator ArcR	COG:COG0664, COG:T, GO:0003677, GO:0005737, GO:0006355, GO:0030552, RefSeq:WP_000138214.1, SO:0001217, UniParc:UPI0000054928, UniRef:UniRef100_Q2FDM8, UniRef:UniRef50_Q8CML2, UniRef:UniRef90_Q2FDM8
ptg000002l	cds	95731	98430	+	IIKNCJ_00630	clfB	Clumping factor B, adhesin	GO:0005576, GO:0007155, RefSeq:WP_000745847.1, SO:0001217, UniParc:UPI0000696CF0, UniRef:UniRef100_A0A5A8VTV9, UniRef:UniRef50_Q5HCR7, UniRef:UniRef90_Q5HCR7, VFDB:VFC0001, VFDB:VFG001290
ptg000002l	cds	98546	99307	+	IIKNCJ_00635	frmB	S-formylglutathione hydrolase FrmB	COG:COG0627, COG:V, RefSeq:WP_000323455.1, SO:0001217, UniParc:UPI0000054926, UniRef:UniRef100_A0A0D6GS23, UniRef:UniRef50_C5QNH9, UniRef:UniRef90_A0A0D6GS23
ptg000002l	cds	99552	100007	+	IIKNCJ_00640	marR	DNA-binding transcriptional regulator, MarR family	COG:COG1846, COG:K, RefSeq:WP_000106185.1, SO:0001217, UniParc:UPI0000054925, UniRef:UniRef100_A0A7U9P359, UniRef:UniRef50_B9E769, UniRef:UniRef90_A0A7U9P359
ptg000002l	cds	100126	100230	+	IIKNCJ_00645		SE2200 family small protein	RefSeq:WP_001549840.1, SO:0001217, UniParc:UPI0000054923, UniRef:UniRef100_Q8NUL1, UniRef:UniRef50_P60876, UniRef:UniRef90_P60876
ptg000002l	cds	100290	101714	-	IIKNCJ_00650	phoA	Alkaline phosphatase	COG:COG1785, COG:PR, RefSeq:WP_000953744.1, SO:0001217, UniParc:UPI0000054920, UniRef:UniRef100_H6UH57, UniRef:UniRef50_A0A0U1MVV2, UniRef:UniRef90_A0A0U1MVV2
ptg000002l	ncRNA	100828	100931	+	IIKNCJ_00655	sau-13	Staphylococcus sRNA sau-13	RFAM:RF02385, SO:0000655
ptg000002l	cds	101912	102112	+	IIKNCJ_00660		Secreted protein	RefSeq:WP_000604728.1, SO:0001217, UniParc:UPI000005491F, UniRef:UniRef100_A0A0D3QB03, UniRef:UniRef50_A0A0H3JPA1, UniRef:UniRef90_A0A0H3JPA1
ptg000002l	cds	102138	102803	+	IIKNCJ_00665	nsaR	nisin susceptibility-associated two-component system response regulator NsaR	BlastRules:WP_000697886, COG:COG0745, COG:TK, RefSeq:WP_000697886.1, SO:0001217, UniParc:UPI000005491E, UniRef:UniRef100_A0A0D3QBD0, UniRef:UniRef50_A0A371ILZ4, UniRef:UniRef90_A0A0D3QBD0
ptg000002l	cds	102814	103701	+	IIKNCJ_00670	nsaS	nisin susceptibility-associated two-component system sensor histidine kinase NsaS	BlastRules:WP_000143419, COG:COG0642, COG:T, RefSeq:WP_000143419.1, SO:0001217, UniParc:UPI00004B5D16, UniRef:UniRef100_A0A133Q146, UniRef:UniRef50_A0A6G4ISA8, UniRef:UniRef90_A0A6G4ISA8
ptg000002l	cds	103809	104564	+	IIKNCJ_00675	lolD	ABC-type lipoprotein export system, ATPase component	COG:COG1136, COG:M, RefSeq:WP_000923760.1, SO:0001217, UniParc:UPI00000D782D, UniRef:UniRef100_A0A0H2X0T7, UniRef:UniRef50_A0A0S4MAF5, UniRef:UniRef90_A0A6G4IRC9
ptg000002l	cds	104561	106561	+	IIKNCJ_00680	hrtB	Putative hemin transport system permease protein HrtB	KEGG:K19084, RefSeq:WP_000776751.1, SO:0001217, UniParc:UPI000005491B, UniRef:UniRef100_A0A0D6WF85, UniRef:UniRef50_A0A0D6WF85, UniRef:UniRef90_A0A0D6WF85
ptg000002l	cds	107985	108482	+	IIKNCJ_00685	btuE	Thioredoxin/glutathione peroxidase BtuE, reduces lipid peroxides	COG:COG0386, COG:VI, EC:1.11.1.9, KEGG:K00432, RefSeq:WP_001065268.1, SO:0001217, UniParc:UPI0000054918, UniRef:UniRef100_W8TQE5, UniRef:UniRef50_Q5HKZ3, UniRef:UniRef90_H3K0K1
ptg000002l	cds	108877	110757	+	IIKNCJ_00690	cysJ	assimilatory sulfite reductase (NADPH) flavoprotein subunit	COG:COG0369, COG:FP, RefSeq:WP_000775152.1, SO:0001217, UniParc:UPI00004B5D13, UniRef:UniRef100_A0A0E7RBY4, UniRef:UniRef50_A0A380BWQ0, UniRef:UniRef90_A0A0E7RBY4
ptg000002l	cds	110820	111425	+	IIKNCJ_00695	cysG2	NAD(P)-binding protein	COG:COG1648, COG:H, RefSeq:WP_001057051.1, SO:0001217, UniParc:UPI00004B5D12, UniRef:UniRef100_A0A0D6GSH2, UniRef:UniRef50_D3X7Y0, UniRef:UniRef90_D3X7Y0
ptg000002l	cds	111918	113288	+	IIKNCJ_00700	citM	Mg2+/citrate symporter	COG:C, COG:COG2851, RefSeq:WP_001083499.1, SO:0001217, UniParc:UPI00000522E3, UniRef:UniRef100_A0A133Q126, UniRef:UniRef50_A0A0E0VSH8, UniRef:UniRef90_A0A0E0VSH8
ptg000002l	cds	113535	115385	+	IIKNCJ_00705	nrdD	anaerobic ribonucleoside-triphosphate reductase	COG:COG1328, COG:F, EC:1.1.98.6, KEGG:K21636, RefSeq:WP_001071717.1, SO:0001217, UniParc:UPI0000054912, UniRef:UniRef100_X5EHW8, UniRef:UniRef50_X5EHW8, UniRef:UniRef90_X5EHW8
ptg000002l	cds	115382	115918	+	IIKNCJ_00710	nrdG	anaerobic ribonucleoside-triphosphate reductase activating protein	COG:COG0602, COG:H, RefSeq:WP_000601724.1, SO:0001217, UniParc:UPI0000054911, UniRef:UniRef100_A0A0D6GRR4, UniRef:UniRef50_A0A166R378, UniRef:UniRef90_A0A0D6GRR4
ptg000002l	cds	116437	118059	+	IIKNCJ_00715	betT	Choline-glycine betaine transporter	COG:COG1292, COG:M, RefSeq:WP_000711870.1, SO:0001217, UniParc:UPI00000D7878, UniRef:UniRef100_W8TTC0, UniRef:UniRef50_W8TTC0, UniRef:UniRef90_W8TTC0
ptg000002l	cds	118323	119009	+	IIKNCJ_00720		Hydroxyacylglutathione hydrolase	RefSeq:WP_000184398.1, SO:0001217, UniParc:UPI000005490D, UniRef:UniRef100_Q9L4Q0, UniRef:UniRef50_Q9L4Q0, UniRef:UniRef90_Q9L4Q0
ptg000002l	cds	119197	119760	-	IIKNCJ_00725	gbsR	DNA-binding transcriptional regulator GbsR, MarR family	COG:COG1510, COG:K, RefSeq:WP_000198602.1, SO:0001217, UniParc:UPI0000696CEF, UniRef:UniRef100_A0A5A8VR20, UniRef:UniRef50_P71015, UniRef:UniRef90_A0A7U7PWT0
ptg000002l	cds	120013	121503	+	IIKNCJ_00730	betB	betaine-aldehyde dehydrogenase	COG:COG1012, COG:I, RefSeq:WP_000421701.1, SO:0001217, UniParc:UPI0000054908, UniRef:UniRef100_Q9L4P8, UniRef:UniRef50_P71016, UniRef:UniRef90_Q9L4P8
ptg000002l	cds	121764	123473	+	IIKNCJ_00735	betA	choline dehydrogenase	COG:COG2303, COG:IR, EC:1.1.99.1, GO:0008802, GO:0008812, GO:0019285, GO:0050660, RefSeq:WP_000066521.1, SO:0001217, UniParc:UPI00000CAC6B, UniRef:UniRef100_A7X6Z3, UniRef:UniRef50_Q9X2M2, UniRef:UniRef90_A7X6Z3
ptg000002l	cds	123751	123963	+	IIKNCJ_00740		YozE-SAM-like domain-containing protein	RefSeq:WP_000011688.1, SO:0001217, UniParc:UPI0000054906, UniRef:UniRef100_W8TQF2, UniRef:UniRef50_A0A0E1VC21, UniRef:UniRef90_A0A7U7JRT0
ptg000002l	cds	124244	124687	+	IIKNCJ_00745	hmoA	Heme-degrading monooxygenase HmoA and related ABM domain proteins	COG:COG2329, COG:H, RefSeq:WP_000708242.1, SO:0001217, UniParc:UPI00004B5D11, UniRef:UniRef100_A0A133Q138, UniRef:UniRef50_A0A2T4SS92, UniRef:UniRef90_A0A133Q138
ptg000002l	cds	124860	126479	+	IIKNCJ_00750	acs	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	COG:COG0365, COG:I, SO:0001217, UniParc:UPI0000054904, UniRef:UniRef100_A0A380EMG2, UniRef:UniRef50_C0SPB0, UniRef:UniRef90_A0A2K4AH92
ptg000002l	cds	127164	128660	+	IIKNCJ_00755	lqo	L-lactate dehydrogenase (quinone)	COG:COG0579, COG:G, EC:1.1.5.4, GO:0006099, GO:0008924, GO:0052589, KEGG:K00116, RefSeq:WP_001130051.1, SO:0001217, UniParc:UPI000012F4C1, UniRef:UniRef100_Q5HCU5, UniRef:UniRef50_Q8CQE8, UniRef:UniRef90_Q5HCU5
ptg000002l	cds	128853	129743	-	IIKNCJ_00760	fda	fructose bisphosphate aldolase	COG:COG3588, COG:G, EC:4.1.2.13, GO:0004332, GO:0006096, RefSeq:WP_001031413.1, SO:0001217, UniParc:UPI00004B5D0F, UniRef:UniRef100_Q2FDQ4, UniRef:UniRef50_Q8CMY5, UniRef:UniRef90_Q8CMY5
ptg000002l	cds	129866	130282	-	IIKNCJ_00765		DUF1440 domain-containing protein	RefSeq:WP_001237629.1, SO:0001217, UniParc:UPI00000CAB0D, UniRef:UniRef100_T1YDK4, UniRef:UniRef50_T1YDK4, UniRef:UniRef90_T1YDK4
ptg000002l	cds	130540	131877	+	IIKNCJ_00770	argD	aspartate aminotransferase family protein	COG:COG0160, COG:E, RefSeq:WP_000030057.1, SO:0001217, UniParc:UPI00004B5D0E, UniRef:UniRef100_A0A0H3KF96, UniRef:UniRef50_A0A8E3AME0, UniRef:UniRef90_A0A2K4AH68
ptg000002l	cds	131958	133406	-	IIKNCJ_00775	potE	Serine transporter YbeC, amino acid:H+ symporter family	COG:COG0531, COG:E, RefSeq:WP_000534425.1, SO:0001217, UniParc:UPI00000522E2, UniRef:UniRef100_A0A0D6WF60, UniRef:UniRef50_A2RHI9, UniRef:UniRef90_Q2G1Y2
ptg000002l	cds	134093	135052	+	IIKNCJ_00780	ldh2	L-lactate dehydrogenase	COG:C, COG:COG0039, EC:1.1.1.27, GO:0004459, GO:0005737, GO:0006096, RefSeq:WP_000846637.1, SO:0001217, UniParc:UPI00000548FB, UniRef:UniRef100_Q2FDQ7, UniRef:UniRef50_Q59645, UniRef:UniRef90_Q2FDQ7
ptg000002l	cds	135330	136034	+	IIKNCJ_00785	budA	acetolactate decarboxylase	COG:COG3527, COG:Q, EC:4.1.1.5, KEGG:K01575, RefSeq:WP_000186117.1, SO:0001217, UniParc:UPI00000548FA, UniRef:UniRef100_A0A0K7VUK1, UniRef:UniRef50_A0A0K7VUK1, UniRef:UniRef90_A0A0K7VUK1
ptg000002l	cds	136120	136980	-	IIKNCJ_00790	panE	oxidoreductase	COG:COG1893, COG:H, EC:1.1.1.169, KEGG:K00077, RefSeq:WP_000953568.1, SO:0001217, UniParc:UPI00004B5D0C, UniRef:UniRef100_A0A0D6GTP0, UniRef:UniRef50_A0A0J9X283, UniRef:UniRef90_A0A0J9X283
ptg000002l	cds	137053	137871	+	IIKNCJ_00795	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	COG:COG0413, COG:H, EC:2.1.2.11, GO:0003864, GO:0005737, GO:0015940, GO:0046872, RefSeq:WP_000860047.1, SO:0001217, UniParc:UPI0000131282, UniRef:UniRef100_A6U4X9, UniRef:UniRef50_Q8ELF4, UniRef:UniRef90_Q5HCV3
ptg000002l	cds	137864	138715	+	IIKNCJ_00800	panC	pantoate--beta-alanine ligase	COG:COG0414, COG:H, EC:6.3.2.1, GO:0004592, GO:0005524, GO:0005737, GO:0015940, RefSeq:WP_000163735.1, SO:0001217, UniParc:UPI00004B5D0A, UniRef:UniRef100_Q2FDR1, UniRef:UniRef50_Q2FV22, UniRef:UniRef90_Q2FV22
ptg000002l	cds	138717	139100	+	IIKNCJ_00805	panD	aspartate 1-decarboxylase	COG:COG0853, COG:H, EC:4.1.1.11, GO:0004068, GO:0005737, GO:0006523, GO:0015940, RefSeq:WP_000621532.1, SO:0001217, UniParc:UPI00001312C4, UniRef:UniRef100_A6U4X7, UniRef:UniRef50_Q2RM59, UniRef:UniRef90_B9DKF6
ptg000002l	cds	139229	140911	-	IIKNCJ_00810		putative acyl esterase	COG:COG2936, COG:R, RefSeq:WP_001071591.1, SO:0001217, UniParc:UPI0000696CEC, UniRef:UniRef100_A0A2C9TP51, UniRef:UniRef50_A0A380G5J2, UniRef:UniRef90_A0A0H3K1V9
ptg000002l	cds	141044	141631	+	IIKNCJ_00815	acrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	COG:COG1309, COG:K, RefSeq:WP_000151112.1, SO:0001217, UniParc:UPI00000DA020, UniRef:UniRef100_A0A2C9TP47, UniRef:UniRef50_Q4L9A2, UniRef:UniRef90_A0A133Q109
ptg000002l	cds	141712	142161	-	IIKNCJ_00820	phnB	Zn-dependent glyoxalase, PhnB family	COG:C, COG:COG2764, RefSeq:WP_000125708.1, SO:0001217, UniParc:UPI00004B5D08, UniRef:UniRef100_A0A7U9P370, UniRef:UniRef50_C5QN72, UniRef:UniRef90_A0A0H3JW81
ptg000002l	cds	142515	143237	+	IIKNCJ_00825	queH	Epoxyqueuosine reductase QueH	COG:COG1636, COG:J, EC:1.17.99.6, GO:0008033, GO:0008616, GO:0046872, GO:0051539, GO:0052693, KEGG:K09765, RefSeq:WP_000606210.1, SO:0001217, UniParc:UPI00000548F1, UniRef:UniRef100_A0A0H3JUG6, UniRef:UniRef50_Q9A1K3, UniRef:UniRef90_A0A0H3JUG6
ptg000002l	cds	143423	143698	-	IIKNCJ_00830		DUF2951 domain-containing protein	RefSeq:WP_000159837.1, SO:0001217, UniParc:UPI00000548F0, UniRef:UniRef100_A0A0H2F9P7, UniRef:UniRef50_G5JIA9, UniRef:UniRef90_A0A390ZTU3
